id,name,region,city,address,latitude,longitude,phone,homepage_url,booking_url,hole_count,course_type,weekday_green_fee_min,weekend_green_fee_min,caddie_fee,cart_fee,night_round,no_caddie,two_player_allowed,resort,tags,image_url,description,business_status,source,updated_at,created_at
gc-7b4833dc4475,월송리 컨트리클럽,강원,원주시,원주시 지정면 오크밸리2길 250,,,,,,18,대중제,,,,,false,false,false,false,{},,월송리 컨트리클럽은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-40bd08295048,Oak Hills컨트리클럽,강원,원주시,원주시 지정면 오크밸리2길 58,,,,,,18,회원제,,,,,false,false,false,false,{},,Oak Hills컨트리클럽은(는) 강원 지역의 회원제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-3b9faaf01e87,성문안 컨트리클럽,강원,원주시,원주시 지정면 월송석화로 431,,,,,,18,대중제,,,,,false,false,false,false,{},,성문안 컨트리클럽은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-920a66bac706,센추리21컨트리클럽,강원,원주시,원주시 문막읍 궁말길 193,,,,,,18,회원제,,,,,false,false,false,false,{},,센추리21컨트리클럽은(는) 강원 지역의 회원제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-120fdf5098ca,센추리21컨트리클럽Ⅱ,강원,원주시,원주시 문막읍 궁말길 193,,,,,,18,대중제,,,,,false,false,false,false,{},,센추리21컨트리클럽Ⅱ은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-d2426892b3a5,센추리21퍼블릭,강원,원주시,원주시 문막읍 궁말길 193,,,,,,9,대중제,,,,,false,false,false,false,{},,센추리21퍼블릭은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-52110494ceac,파크밸리골프클럽,강원,원주시,원주시 소초면 바우실길 281,,,,,,18,대중제,,,,,false,false,false,false,{},,파크밸리골프클럽은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-3eb069c5fb2a,동서울레스피아,강원,원주시,원주시 지정면 신평석화로 236,,,,,,9,대중제,,,,,false,false,false,false,{},,동서울레스피아은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-cbe46e8a03a2,인터불고원주골프클럽,강원,원주시,원주시 동부순환로 200(반곡동),,,,,,9,대중제,,,,,false,false,false,false,{},,인터불고원주골프클럽은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-aca146079a3b,오로라 골프 앤 리조트,강원,원주시,원주시 신림면 구학산로 1520,,,,,,18,대중제,,,,,false,false,false,false,{},,오로라 골프 앤 리조트은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-076abf5ece38,샌드파인골프클럽,강원,강릉시,강릉시 저동등길 53(저동),,,,,,18,회원제,,,,,false,false,false,false,{},,샌드파인골프클럽은(는) 강원 지역의 회원제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-b768a2002431,메이플비치골프&리조트,강원,강릉시,강릉시 강동면 풍호길 300-78,,,,,,18,대중제,,,,,false,false,false,false,{},,메이플비치골프&리조트은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-5b16502994d3,O2리조트 골프장,강원,태백시,태백시 서학로 861,,,,,,18,대중제,,,,,false,false,false,false,{},,O2리조트 골프장은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-e6edfdd39527,O2리조트 퍼블릭골프장,강원,태백시,태백시 서학로 861,,,,,,9,대중제,,,,,false,false,false,false,{},,O2리조트 퍼블릭골프장은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-716535d8799a,설악프라자컨트리클럽,강원,속초시,속초시 미시령로2983번길 56-20,,,,,,18,회원제,,,,,false,false,false,false,{},,설악프라자컨트리클럽은(는) 강원 지역의 회원제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-d4f47a219511,영랑호컨트리클럽,강원,속초시,속초시 영랑호반길 170,,,,,,9,대중제,,,,,false,false,false,false,{},,영랑호컨트리클럽은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-5d96ff075544,파인밸리컨트리클럽,강원,삼척시,삼척시 근덕면 미근로 1629,,,,,,18,대중제,,,,,false,false,false,false,{},,파인밸리컨트리클럽은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-788ff880fb4f,블랙밸리컨트리클럽,강원,삼척시,삼척시 도계읍 도상로 307-84,,,,,,18,대중제,,,,,false,false,false,false,{},,블랙밸리컨트리클럽은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-e9127c84ddf1,소노펠리체 컨트리클럽 비발디파크 웨스트,강원,홍천군,홍천군 서면 한치골길 200,,,,,,18,대중제,,,,,false,false,false,false,{},,소노펠리체 컨트리클럽 비발디파크 웨스트은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-56adaea8c265,소노펠리체 컨트리클럽 비발디파크 마운틴,강원,홍천군,홍천군 서면 한치골길 264,,,,,,9,대중제,,,,,false,false,false,false,{},,소노펠리체 컨트리클럽 비발디파크 마운틴은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-ae905ec6b25f,소노펠리체 컨트리클럽 비발디파크 이스트,강원,홍천군,홍천군 서면 한치골길 541-123,,,,,,18,대중제,,,,,false,false,false,false,{},,소노펠리체 컨트리클럽 비발디파크 이스트은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-3447dbe87ddc,비콘힐스골프클럽,강원,홍천군,홍천군 홍천읍 높은터로 533,,,,,,18,대중제,,,,,false,false,false,false,{},,비콘힐스골프클럽은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-d7beeda963dd,힐드로사이컨트리클럽,강원,홍천군,홍천군 남면 한서로 2840,,,,,,18,대중제,,,,,false,false,false,false,{},,힐드로사이컨트리클럽은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-426fc575906a,클럽모우골프 &라이프스타일,강원,홍천군,홍천군 서면 장락동길 111,,,,,,27,대중제,,,,,false,false,false,false,{},,클럽모우골프 &라이프스타일은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-8322ca96ec3b,세이지우드CC홍천,강원,홍천군,홍천군 두촌면 광석로 898-160,,,,,,27,대중제,,,,,false,false,false,false,{},,세이지우드CC홍천은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-690b34d2b582,샤인데일골프&리조트,강원,홍천군,홍천군 서면 한서로 247-156,,,,,,27,대중제,,,,,false,false,false,false,{},,샤인데일골프&리조트은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-568fcaa60a5e,카스카디아 골프클럽,강원,홍천군,홍천군 북방면 팔봉산로 1759,,,,,,27,대중제,,,,,false,false,false,false,{},,카스카디아 골프클럽은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-bbf51fd6cc91,웰리힐리컨트리클럽,강원,횡성군,횡성군 둔내면 고원로 451,,,,,,36,회원제,,,,,false,false,false,false,{},,웰리힐리컨트리클럽은(는) 강원 지역의 회원제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-ec8024eb7955,웰리힐리퍼블릭,강원,횡성군,횡성군 둔내면 고원로 451,,,,,,10,대중제,,,,,false,false,false,false,{},,웰리힐리퍼블릭은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-e494f9e1ff69,동원썬밸리컨트리클럽,강원,횡성군,횡성군 서원면 서원서로339번길 90,,,,,,18,대중제,,,,,false,false,false,false,{},,동원썬밸리컨트리클럽은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-17aba5f4eb83,알프스대영컨트리클럽,강원,횡성군,횡성군 우천면 한우로 1295,,,,,,18,대중제,,,,,false,false,false,false,{},,알프스대영컨트리클럽은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-43114c6913bc,벨라스톤컨트리클럽,강원,횡성군,횡성군 서원면 옥계9길 124,,,,,,18,대중제,,,,,false,false,false,false,{},,벨라스톤컨트리클럽은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-535182f1f0fa,올데이 옥스필드,강원,횡성군,횡성군 서원면 경강로 유현6길 28,,,,,,18,대중제,,,,,false,false,false,false,{},,올데이 옥스필드은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-fac50b03683e,벨라45 오너스 컨트리클럽,강원,횡성군,횡성군 서원면 창촌리 산132,,,,,,18,회원제,,,,,false,false,false,false,{},,벨라45 오너스 컨트리클럽은(는) 강원 지역의 회원제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-a09581c58781,벨라45마스터스 컨트리클럽,강원,횡성군,횡성군 서원면 창촌리 산124,,,,,,27,대중제,,,,,false,false,false,false,{},,벨라45마스터스 컨트리클럽은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-908385d35939,동강시스타 골프장,강원,영월군,영월군 영월읍 사지막길 160,,,,,,18,대중제,,,,,false,false,false,false,{},,동강시스타 골프장은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-11423b427515,용평리조트골프클럽,강원,평창군,평창군 대관령면 올림픽로 715,,,,,,18,회원제,,,,,false,false,false,false,{},,용평리조트골프클럽은(는) 강원 지역의 회원제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-1e4b4a02117e,용평버치힐골프클럽,강원,평창군,평창군 대관령면 올림픽로 715,,,,,,18,회원제,,,,,false,false,false,false,{},,용평버치힐골프클럽은(는) 강원 지역의 회원제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-07cd3007c683,용평리조트대중골프장,강원,평창군,평창군 대관령면 올림픽로 715,,,,,,9,대중제,,,,,false,false,false,false,{},,용평리조트대중골프장은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-98e23645d4c7,휘닉스 컨트리클럽,강원,평창군,평창군 봉평면 태기로 227-84,,,,,,18,회원제,,,,,false,false,false,false,{},,휘닉스 컨트리클럽은(는) 강원 지역의 회원제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-716264430902,휘닉스대중골프장,강원,평창군,평창군 봉평면 태기로 227-84,,,,,,6,대중제,,,,,false,false,false,false,{},,휘닉스대중골프장은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-2b5762bfc60c,알펜시아컨트리클럽,강원,평창군,평창군 대관령면 솔봉로 325,,,,,,27,회원제,,,,,false,false,false,false,{},,알펜시아컨트리클럽은(는) 강원 지역의 회원제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-88fd5807de80,알펜시아 700골프클럽,강원,평창군,평창군 대관령면 솔봉로 325,,,,,,18,대중제,,,,,false,false,false,false,{},,알펜시아 700골프클럽은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-658a43bb77b8,하이원컨트리클럽,강원,정선군,정선군 고한읍 고한7길 399,,,,,,18,대중제,,,,,false,false,false,false,{},,하이원컨트리클럽은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-c97aebfdffe3,에콜리안정선골프장,강원,정선군,정선군 신동읍 새골길 112-49,,,,,,9,대중제,,,,,false,false,false,false,{},,에콜리안정선골프장은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-57059262e040,한탄강컨트리클럽,강원,철원군,철원군 갈말읍 순담길 59,,,,,,18,대중제,,,,,false,false,false,false,{},,한탄강컨트리클럽은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-af74a0cb154f,설악썬밸리컨트리클럽,강원,고성군,고성군 죽왕면 순포로 188,,,,,,27,대중제,,,,,false,false,false,false,{},,설악썬밸리컨트리클럽은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-da4ac7ff9f91,소노펠리체 컨트리클럽 델피노,강원,고성군,고성군 토성면 미시령옛길 1153,,,,,,18,대중제,,,,,false,false,false,false,{},,소노펠리체 컨트리클럽 델피노은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-4454a258c3a6,파인리즈컨트리클럽,강원,고성군,고성군 토성면 잼버리동로 267,,,,,,27,대중제,,,,,false,false,false,false,{},,파인리즈컨트리클럽은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-318abdb864d5,설해원,강원,양양군,양양군 손양면 공항로 230,,,,,,27,대중제,,,,,false,false,false,false,{},,설해원은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-67d0f65e6b2d,설해원더 레전드 코스,강원,양양군,양양군 손양면 공항로 230,,,,,,18,대중제,,,,,false,false,false,false,{},,설해원더 레전드 코스은(는) 강원 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-9a7ff16abcee,한원컨트리클럽,경기,용인시,경기도 용인시 처인구 남사읍 전나무골길2번길 94,,,,,,27,회원제,,,,,false,false,false,false,{},,한원컨트리클럽은(는) 경기 지역의 회원제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-897c73dbf41b,양지파인골프클럽,경기,용인시,경기도 용인시 처인구 양지면 남평로 112,,,,,,27,대중제,,,,,false,false,false,false,{},,양지파인골프클럽은(는) 경기 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-38b838344176,수원컨트리클럽,경기,용인시,경기도 용인시 기흥구 중부대로 495,,,,,,36,회원제,,,,,false,false,false,false,{},,수원컨트리클럽은(는) 경기 지역의 회원제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-4af8a2f8ed32,플라자CC,경기,용인시,경기도 용인시 처인구 남사읍 봉무로 153번길 79,,,,,,36,회원제,,,,,false,false,false,false,{},,플라자CC은(는) 경기 지역의 회원제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-9da6f2a0f2d9,태광컨트리클럽(회원제),경기,용인시,경기도 용인시 기흥구 흥덕4로 77,,,,,,27,회원제,,,,,false,false,false,false,{},,태광컨트리클럽(회원제)은(는) 경기 지역의 회원제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-3d63d3179c0f,태광컨트리클럽(대중제),경기,용인시,경기도 용인시 기흥구 흥덕4로 77,,,,,,9,대중제,,,,,false,false,false,false,{},,태광컨트리클럽(대중제)은(는) 경기 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-c2ad879f8193,한성컨트리클럽,경기,용인시,경기도 용인시 기흥구 구교동로 151,,,,,,27,회원제,,,,,false,false,false,false,{},,한성컨트리클럽은(는) 경기 지역의 회원제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-254a1c054bbe,골드컨트리클럽,경기,용인시,경기도 용인시 기흥구 기흥단지로 398,,,,,,36,회원제,,,,,false,false,false,false,{},,골드컨트리클럽은(는) 경기 지역의 회원제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-0f218a599984,국가보훈부 88골프장,경기,용인시,경기도 용인시 기흥구 석성로 521번길 169,,,,,,36,회원제,,,,,false,false,false,false,{},,국가보훈부 88골프장은(는) 경기 지역의 회원제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-e684f84c8fa4,레이크사이드CC(대중제),경기,용인시,경기도 용인시 처인구 모현읍 능원로 181,,,,,,36,대중제,,,,,false,false,false,false,{},,레이크사이드CC(대중제)은(는) 경기 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-588d348bc962,레이크사이드CC(회원제),경기,용인시,경기도 용인시 처인구 모현읍 능원로 181,,,,,,18,회원제,,,,,false,false,false,false,{},,레이크사이드CC(회원제)은(는) 경기 지역의 회원제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-1475a1d902d7,남부컨트리클럽,경기,용인시,경기도 용인시 기흥구 사은로 163,,,,,,18,회원제,,,,,false,false,false,false,{},,남부컨트리클럽은(는) 경기 지역의 회원제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-a53c3fecd592,신원CC,경기,용인시,경기도 용인시 이동읍 이원로 225,,,,,,27,회원제,,,,,false,false,false,false,{},,신원CC은(는) 경기 지역의 회원제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-120c785ee7a3,은화삼컨트리클럽,경기,용인시,경기도 용인시 처인구 백옥대로 860-38,,,,,,18,회원제,,,,,false,false,false,false,{},,은화삼컨트리클럽은(는) 경기 지역의 회원제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-25de9ff08a30,아시아나컨트리클럽,경기,용인시,경기도 용인시 처인구 양지면 양대로 290,,,,,,36,회원제,,,,,false,false,false,false,{},,아시아나컨트리클럽은(는) 경기 지역의 회원제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-0c833ff6d95f,블루원용인CC(회원제),경기,용인시,경기도 용인시 처인구 원삼면 보개원삼로 1534번길 40,,,,,,18,회원제,,,,,false,false,false,false,{},,블루원용인CC(회원제)은(는) 경기 지역의 회원제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-2ef4e18d677b,블루원용인CC(비회원제),경기,용인시,경기도 용인시 처인구 원삼면 보개원삼로 1534번길 40,,,,,,9,대중제,,,,,false,false,false,false,{},,블루원용인CC(비회원제)은(는) 경기 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-0086afc84101,코리아컨트리클럽,경기,용인시,경기도 용인시 처인구 이동읍 기흥단지로 579,,,,,,27,회원제,,,,,false,false,false,false,{},,코리아컨트리클럽은(는) 경기 지역의 회원제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-4487ee52808c,코리아대중CC,경기,용인시,경기도 용인시 기흥구 기흥단지로 224,,,,,,9,대중제,,,,,false,false,false,false,{},,코리아대중CC은(는) 경기 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-20c1df4aa8fb,지산컨트리클럽,경기,용인시,경기도 용인시 처인구 원삼면 죽양대로 2000번길 60,,,,,,27,회원제,,,,,false,false,false,false,{},,지산컨트리클럽은(는) 경기 지역의 회원제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-4687a4044d34,지산퍼블릭,경기,용인시,경기도 용인시 처인구 원삼면 죽양대로 2100번길 60,,,,,,9,대중제,,,,,false,false,false,false,{},,지산퍼블릭은(는) 경기 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-ab63350a5577,화산컨트리클럽,경기,용인시,경기도 용인시 처인구 이동읍 화산로 239,,,,,,18,회원제,,,,,false,false,false,false,{},,화산컨트리클럽은(는) 경기 지역의 회원제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-8b59a320f132,한림용인CC,경기,용인시,경기도 용인시 처인구 남사읍 경기동로 628,,,,,,27,대중제,,,,,false,false,false,false,{},,한림용인CC은(는) 경기 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-748b687096d1,글렌로스 골프클럽,경기,용인시,경기도 용인시 처인구 포곡읍 에버랜드로 562번길 69,,,,,,9,대중제,,,,,false,false,false,false,{},,글렌로스 골프클럽은(는) 경기 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-928514cac4c6,용인CC,경기,용인시,경기도 용인시 처인구 백암면 황새울로 255,,,,,,9,대중제,,,,,false,false,false,false,{},,용인CC은(는) 경기 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-fc0e80550b95,석천CC,경기,용인시,경기도 용인시 처인구 백암면 황새울로 255,,,,,,9,대중제,,,,,false,false,false,false,{},,석천CC은(는) 경기 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-c45d3f5d316d,써닝포인트 컨트리클럽,경기,용인시,경기도 용인시 처인구 백암면 고안로 51번길 205,,,,,,18,대중제,,,,,false,false,false,false,{},,써닝포인트 컨트리클럽은(는) 경기 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
gc-f4bb9638f567,해솔리아 컨트리클럽,경기,용인시,경기도 용인시 처인구 이동읍 백자로 369,,,,,,27,대중제,,,,,false,false,false,false,{},,해솔리아 컨트리클럽은(는) 경기 지역의 대중제 골프장입니다.,,public_data,2026-06-18T01:00:04.006Z,2026-06-18T01:00:04.006Z
