source_row_index,id,name,change_name_to,primary_search_term,fallback_search_term,used_search_term,search_attempt,matched_title,candidate_title,candidate_region,candidate_subregion,candidate_type,match_status,review_action,review_reason,suggested_change_name_to,weekday_sample_count,weekend_sample_count,weekday_price_min,weekday_price_max,weekend_price_min,weekend_price_max,price_min,price_max,overall_price_min,overall_price_max,success_day_count,no_price_day_count,manual_review_count,accept_price_day_count,price_scope,price_scope_summary,slot_load_complete,matched_region,source_name,last_collected_at,collected_at,detail_url
41,gc-cd6b63162f39,거창CC,거창CC,거창,거창친환경대중골프장,거창,primary,클럽디거창(P),클럽디거창(P),경상북부,대구,P,ambiguous,manual_review,multiple similar candidates,,2,0,,,,,,,,,0,2,2,0,,,,경상북부 > 대구,teescanner,2026-06-25T00:55:10.131Z,2026-06-25T00:55:10.131Z,
103,gc-60336c4fc30b,노벨컨트리클럽,노벨컨트리클럽,노벨,고성노벨컨트리클럽,노벨,primary,고성노벨,고성노벨,경상남부,고성,,ambiguous,manual_review,multiple similar candidates,,2,0,,,,,,,,,0,2,2,0,,,,경상남부 > 고성,teescanner,2026-06-25T02:04:12.763Z,2026-06-25T02:04:12.763Z,
105,gc-4fc6d117b7f4,경주신라CC,경주신라CC,경주신라,경주신라C.C,경주신라,primary,경주신라,경주신라,경상북부,경주,,ambiguous,manual_review,ambiguous_match,,2,0,,,,,,,,,0,2,2,0,,,,경상북부 > 경주,teescanner,2026-06-25T02:05:11.366Z,2026-06-25T02:05:11.366Z,
,gc-9b37cfc9caa8,뉴스프링빌CC,,,,,,,,,,,,weekday,,,1,0,,,,,,,,,0,1,0,0,,,,,teescanner,,,ambiguous_match
107,gc-16c25d6f3f20,마우나오션CC,마우나오션CC,마우나오션,마우나오션블루,마우나오션,primary,마우나오션,마우나오션,경상북부,경주,,ambiguous,manual_review,ambiguous_match,,2,0,,,,,,,,,0,2,2,0,,,,경상북부 > 경주,teescanner,2026-06-25T02:05:51.001Z,2026-06-25T02:05:51.001Z,
110,gc-e67c48835b2a,선리치골프클럽,선리치골프클럽,선리치,선리치G.C,선리치G.C,,,,,,,,manual_review,,,2,0,,,,,,,,,0,2,2,0,,,,,teescanner,2026-06-25T08:13:06.520Z,2026-06-25T08:13:06.520Z,
,gc-ce976348ba8f,아난티클럽제주(퍼블릭),,,,,,,,,,,,manual_review,,,1,1,,,,,,,,,0,2,2,0,loaded_slots,loaded_slots,,,teescanner,,,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=185&roundDay=2026-06-29&entry_path=SC
,gc-7ef835cc44ce,엘리시안제주(회원제),,,,,,,,,,,,accept_price,,,1,1,130000,157000,175000,197000,130000,197000,130000,197000,2,0,0,2,loaded_slots,loaded_slots,complete,,teescanner,,,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=132&roundDay=2026-06-29&entry_path=SC
7,gc-40bd08295048,오크힐스CC,오크힐스CC,오크힐스,Oak Hills컨트리클럽,오크힐스,,오크힐스,오크힐스,강원서부,원주,,,accept_price,,,1,1,140000,170000,210000,220000,140000,220000,140000,220000,2,0,0,2,complete_day_slots,complete_day_slots,complete,강원서부 > 원주,teescanner,2026-06-24T13:40:43.744Z,2026-06-24T13:40:43.744Z,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=117&roundDay=2026-06-29&entry_path=SC
14,gc-0c833ff6d95f,블루원용인CC(회원제),블루원용인CC(회원제),블루원용인,블루원용인CC(회원제),블루원용인,,블루원용인,블루원용인,경기남부,용인,,,accept_price,,,1,1,150000,150000,200000,200000,150000,200000,150000,200000,2,0,0,2,complete_day_slots,complete_day_slots,complete,경기남부 > 용인,teescanner,2026-06-24T13:44:27.482Z,2026-06-24T13:44:27.482Z,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=48&roundDay=2026-06-29&entry_path=SC
17,gc-9d709ff43c33,몽베르CC(퍼블릭),몽베르CC(퍼블릭),몽베르,몽베르 컨트리클럽(비회원제),몽베르,,몽베르,몽베르,경기북부,포천,,,accept_price,,,1,1,110000,170000,190000,220000,110000,220000,110000,220000,2,0,0,2,complete_day_slots,complete_day_slots,complete,경기북부 > 포천,teescanner,2026-06-24T13:45:49.243Z,2026-06-24T13:45:49.243Z,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=229&roundDay=2026-06-29&entry_path=SC
21,gc-6b7f785d4813,힐스카이CC,힐스카이CC,힐스카이,힐스카이C.C,힐스카이,primary,힐스카이(P)(구,힐스카이(P)(구,경상북부,경주,,ambiguous,manual_review,ambiguous_match,,1,0,,,,,,,,,0,1,1,0,,,,경상북부 > 경주,teescanner,2026-06-25T01:56:31.568Z,2026-06-25T01:56:31.568Z,
22,gc-9adfe4aa2a07,안동리버힐CC,안동리버힐CC,안동리버힐,안동리버힐C.C,안동리버힐,primary,안동리버힐(구,안동리버힐(구,경상북부,안동,,ambiguous,manual_review,ambiguous_match,,1,0,,,,,,,,,0,1,1,0,,,,경상북부 > 안동,teescanner,2026-06-25T01:56:50.811Z,2026-06-25T01:56:50.811Z,
24,gc-5607a255716b,파라지오CC,파라지오CC,파라지오,파라지오C.C,파라지오,primary,파라지오(P),파라지오(P),경상북부,의성,P,ambiguous,manual_review,ambiguous_match,,2,0,,,,,,,,,0,2,2,0,,,,경상북부 > 의성,teescanner,2026-06-25T00:43:55.979Z,2026-06-25T00:43:55.979Z,
25,gc-66dd9ef01893,파미힐스CC,파미힐스CC,파미힐스,파미힐스C.C,파미힐스C.C,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T00:44:35.230Z,2026-06-25T00:44:35.230Z,
27,gc-dfddaf985536,순천CC,순천CC,순천,순천CC,순천,primary,순천(P9),순천(P9),,,,ambiguous,manual_review,multiple similar candidates,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T01:57:48.634Z,2026-06-25T01:57:48.634Z,
29,gc-7c044b23d1a4,SG아름다운골프&리조트,SG아름다운골프&리조트,SG아름다운골프&,에스지아름다운골프&리조트,에스지아름다운골프&리조트,,,,,,,,manual_review,,,2,0,,,,,,,,,0,2,2,0,,,,,teescanner,2026-06-25T00:46:33.157Z,2026-06-25T00:46:33.157Z,
30,gc-41c9fac17790,롯데스카이힐부여CC,롯데스카이힐부여CC,롯데스카이힐부여,㈜호텔롯데 스카이힐 부여CC,롯데스카이힐부여,primary,롯데스카이힐부여(P),롯데스카이힐부여(P),,,P,ambiguous,manual_review,multiple similar candidates,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T01:58:27.167Z,2026-06-25T01:58:27.167Z,
32,gc-43ee7ee149ba,오션힐스 포항CC,오션힐스 포항CC,오션힐스 포항,오션힐스포항C.C (대중제),오션힐스포항C.C (대중제),,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T00:47:51.192Z,2026-06-25T00:47:51.192Z,
35,gc-8c893fc692ea,캐슬렉스제주(퍼블릭),캐슬렉스제주(퍼블릭),캐슬렉스제주,캐슬렉스제주 (대중제),캐슬렉스제주,,캐슬렉스,캐슬렉스,제주 제주,서귀포,,,accept_price,,,1,1,130000,135000,160000,160000,130000,160000,130000,160000,2,0,0,2,loaded_slots,loaded_slots,complete,제주 제주 > 서귀포,teescanner,2026-06-25T00:49:55.200Z,2026-06-25T00:49:55.200Z,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=60&roundDay=2026-06-29&entry_path=SC
37,gc-ae905ec6b25f,소노펠리체CC 비발디파크 EAST,소노펠리체CC 비발디파크 EAST,소노펠리체CC 비발디파크 EAST,소노펠리체 컨트리클럽 비발디파크 이스트,소노펠리체 컨트리클럽 비발디파크 이스트,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T00:53:02.494Z,2026-06-25T00:53:02.494Z,
38,gc-ec8024eb7955,웰리힐리CC,웰리힐리CC,웰리힐리,웰리힐리퍼블릭,웰리힐리,primary,웰리힐리,웰리힐리,강원서부,횡성,,ambiguous,manual_review,ambiguous_match,,1,0,,,,,,,,,0,1,1,0,,,,강원서부 > 횡성,teescanner,2026-06-25T01:59:05.669Z,2026-06-25T01:59:05.669Z,
40,gc-69fe3eb3e177,사우스케이프CC,사우스케이프CC,사우스케이프,사우스케이프오너스클럽,사우스케이프오너스클럽,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T00:54:38.205Z,2026-06-25T00:54:38.205Z,
42,gc-a1d37ac059d4,경주CC,경주CC,경주,경주C.C,경주,primary,경주(P),경주(P),경상북부,경주,P,ambiguous,manual_review,multiple similar candidates,,1,0,,,,,,,,,0,1,1,0,,,,경상북부 > 경주,teescanner,2026-06-25T01:59:44.331Z,2026-06-25T01:59:44.331Z,
43,gc-130f7b88bcf3,우리GC,우리GC,우리,우리G.C,우리,primary,우리골프클럽(P),우리골프클럽(P),경상북부,경주,P,ambiguous,manual_review,multiple similar candidates,,1,0,,,,,,,,,0,1,1,0,,,,경상북부 > 경주,teescanner,2026-06-25T02:00:03.962Z,2026-06-25T02:00:03.962Z,
44,gc-29c208d17553,오션힐스 청도GC,오션힐스 청도GC,오션힐스 청도,오션힐스청도G.C,오션힐스청도G.C,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T00:57:21.967Z,2026-06-25T00:57:21.967Z,
45,gc-2159121d90f9,광산CC,광산CC,광산,에콜리안광산골프장,에콜리안광산골프장,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T00:58:29.725Z,2026-06-25T00:58:29.725Z,
48,gc-d5a6f91a588a,다산베아채골프&리조트,다산베아채골프&리조트,다산베아채골프&,다산베아채골프&리조트,다산베아채골프&리조트,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T00:59:32.365Z,2026-06-25T00:59:32.365Z,
49,gc-c8fc5eccf7b9,함평천지CC,함평천지CC,함평천지,천지CC,천지CC,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T01:00:38.695Z,2026-06-25T01:00:38.695Z,
50,gc-606fb4b33249,올데이청주떼제베,올데이청주떼제베,올데이청주떼제베,떼제베운영,떼제베운영,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T01:01:45.152Z,2026-06-25T01:01:45.152Z,
51,gc-97d5d758dc31,블랙스톤CC,블랙스톤CC,블랙스톤,블랙스톤cc,블랙스톤,primary,블랙스톤,블랙스톤,제주 제주도,제주시,,ambiguous,manual_review,multiple similar candidates,,1,0,,,,,,,,,0,1,1,0,,,,제주 제주도 > 제주시,teescanner,2026-06-25T02:00:23.621Z,2026-06-25T02:00:23.621Z,
53,gc-4d1cbdf3ceb2,롯데스카이힐제주CC,롯데스카이힐제주CC,롯데스카이힐제주,롯데스카이힐제주 (대중제),롯데스카이힐제주,,롯데스카이힐,롯데스카이힐,제주 제주,서귀포,,,accept_price,,,1,1,90000,150000,160000,180000,90000,180000,90000,180000,2,0,0,2,loaded_slots,loaded_slots,complete,제주 제주 > 서귀포,teescanner,2026-06-25T01:04:35.494Z,2026-06-25T01:04:35.494Z,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=173&roundDay=2026-06-29&entry_path=SC
54,gc-ae299d74ffe4,여수시티파크리조트골프장,여수시티파크리조트골프장,여수시티파크리조트,여수시티파크골프&호텔,여수시티파크골프&호텔,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T01:05:39.616Z,2026-06-25T01:05:39.616Z,
55,gc-b768a2002431,메이플비치골프앤리조트 CC,메이플비치골프앤리조트 CC,메이플비치골프앤리조트,메이플비치골프&리조트,메이플비치골프&리조트,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T01:06:42.652Z,2026-06-25T01:06:42.652Z,
56,gc-e6edfdd39527,오투리조트CC,오투리조트CC,오투리조트,O2리조트 퍼블릭골프장,오투리조트,,오투리조트(P),오투리조트(P),강원동부,태백,P,,accept_price,,,1,1,100000,100000,150000,150000,100000,150000,100000,150000,2,0,0,2,loaded_slots,loaded_slots,complete,강원동부 > 태백,teescanner,2026-06-25T01:08:46.370Z,2026-06-25T01:08:46.370Z,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=116&roundDay=2026-06-29&entry_path=SC
57,gc-fac50b03683e,벨라45 컨트리클럽,벨라45 컨트리클럽,벨라45,벨라45 오너스 컨트리클럽,벨라45,primary,벨라(P),벨라(P),강원서부,원주,P,ambiguous,manual_review,ambiguous_match,,1,0,,,,,,,,,0,1,1,0,,,,강원서부 > 원주,teescanner,2026-06-25T02:00:43.235Z,2026-06-25T02:00:43.235Z,
58,gc-11423b427515,용평리조트골프클럽,,용평리조트,용평리조트골프클럽,용평리조트골프클럽,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T01:10:07.583Z,2026-06-25T01:10:07.583Z,
59,gc-1e4b4a02117e,용평버치힐골프클럽,,용평버치힐,용평버치힐골프클럽,용평버치힐골프클럽,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T01:10:47.042Z,2026-06-25T01:10:47.042Z,
60,gc-07cd3007c683,용평리조트대중골프장,,용평리조트대중,용평리조트대중골프장,용평리조트대중골프장,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T01:11:26.559Z,2026-06-25T01:11:26.559Z,
61,gc-4af8a2f8ed32,플라자CC 용인,플라자CC 용인,플라자CC 용인,플라자CC,플라자CC,fallback,플라자CC용인,플라자CC용인,경기남부,용인,,matched,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,경기남부 > 용인,teescanner,2026-06-25T01:12:04.195Z,2026-06-25T01:12:04.195Z,
62,gc-9da6f2a0f2d9,태광CC(회원제),태광CC(회원제),태광,태광컨트리클럽(회원제),태광,,태광,태광,경기남부,용인,,,accept_price,,,1,1,220000,260000,300000,300000,220000,300000,220000,300000,2,0,0,2,complete_day_slots,complete_day_slots,complete,경기남부 > 용인,teescanner,2026-06-25T01:13:07.640Z,2026-06-25T01:13:07.640Z,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=51&roundDay=2026-06-29&entry_path=SC
63,gc-3d63d3179c0f,태광CC(퍼블릭),태광CC(퍼블릭),태광,태광컨트리클럽(대중제),태광,,태광,태광,경기남부,용인,,,manual_review,,,1,1,220000,260000,300000,300000,220000,300000,220000,300000,2,0,2,0,complete_day_slots,complete_day_slots,complete,경기남부 > 용인,teescanner,2026-06-25T02:01:45.878Z,2026-06-25T02:01:45.878Z,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=51&roundDay=2026-06-29&entry_path=SC
64,gc-0f218a599984,88CC,88CC,88,국가보훈부 88골프장,국가보훈부 88골프장,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T01:14:07.005Z,2026-06-25T01:14:07.005Z,
65,gc-588d348bc962,레이크사이드CC(회원제),레이크사이드CC(회원제),레이크사이드,레이크사이드CC(회원제),레이크사이드,,레이크사이드,레이크사이드,경기남부,용인,,,manual_review,,,1,1,199000,240000,,,199000,240000,199000,240000,1,1,1,1,loaded_slots | complete_day_slots,loaded_slots | complete_day_slots,complete,경기남부 > 용인,teescanner,2026-06-25T01:15:14.720Z,2026-06-25T01:15:14.720Z,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=244&roundDay=2026-06-29&entry_path=SC
66,gc-2ef4e18d677b,블루원용인CC(퍼블릭),블루원용인CC(퍼블릭),블루원용인,블루원용인CC(비회원제),블루원용인,,블루원용인,블루원용인,경기남부,용인,,,accept_price,,,1,1,150000,150000,200000,200000,150000,200000,150000,200000,2,0,0,2,complete_day_slots,complete_day_slots,complete,경기남부 > 용인,teescanner,2026-06-25T01:16:26.516Z,2026-06-25T01:16:26.516Z,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=48&roundDay=2026-06-29&entry_path=SC
67,gc-4487ee52808c,코리아퍼블릭CC,코리아퍼블릭CC,코리아퍼블릭,코리아대중CC,코리아대중CC,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T01:17:06.094Z,2026-06-25T01:17:06.094Z,
68,gc-4687a4044d34,지산퍼블릭,지산퍼블릭,지산퍼블릭,지산퍼블릭,지산퍼블릭,,지산퍼블릭(P),지산퍼블릭(P),경기남부,용인권,P,,accept_price,,,1,1,40000,100000,52000,65000,40000,100000,40000,100000,2,0,0,2,complete_day_slots,complete_day_slots,complete,경기남부 > 용인권,teescanner,2026-06-25T01:18:19.594Z,2026-06-25T01:18:19.594Z,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=426&roundDay=2026-06-29&entry_path=SC
70,gc-a80360466b97,123골프클럽,123골프클럽,123,1·2·3 골프장,1·2·3 골프장,,,,,,,,manual_review,,,1,0,,,,,,,,,0,1,1,0,,,,,teescanner,2026-06-25T01:18:59.245Z,2026-06-25T01:18:59.245Z,
71,gc-ccb45b4f27e1,발리오스CC(회원제),발리오스CC(회원제),발리오스,발리오스컨트리클럽(회원제),발리오스,,발리오스,발리오스,경기남부,화성,,,manual_review,,,1,1,230000,230000,,,230000,230000,230000,230000,1,1,1,1,loaded_slots | complete_day_slots,loaded_slots | complete_day_slots,complete,경기남부 > 화성,teescanner,2026-06-25T01:20:07.242Z,2026-06-25T01:20:07.242Z,https://www.teescanner.com/booking/detail?tab=teetime&golfclub_seq=224&roundDay=2026-06-29&entry_path=SC
