id,name,homepage_url,booking_url,phone,source_url,note
gc-3d63d3179c0f,태광컨트리클럽(대중제),,,,,
gc-c2ad879f8193,한성컨트리클럽,,,,,
gc-254a1c054bbe,골드컨트리클럽,,,,,
gc-0f218a599984,국가보훈부 88골프장,,,,,
gc-e684f84c8fa4,레이크사이드CC(대중제),,,,,
gc-588d348bc962,레이크사이드CC(회원제),,,,,
gc-1475a1d902d7,남부컨트리클럽,,,,,
gc-a53c3fecd592,신원CC,,,,,
gc-120c785ee7a3,은화삼컨트리클럽,,,,,
gc-25de9ff08a30,아시아나컨트리클럽,,,,,
gc-0c833ff6d95f,블루원용인CC(회원제),,,,,
gc-2ef4e18d677b,블루원용인CC(비회원제),,,,,
gc-0086afc84101,코리아컨트리클럽,,,,,
gc-4487ee52808c,코리아대중CC,,,,,
gc-20c1df4aa8fb,지산컨트리클럽,,,,,
gc-4687a4044d34,지산퍼블릭,,,,,
gc-ab63350a5577,화산컨트리클럽,,,,,
gc-8b59a320f132,한림용인CC,,,,,
gc-748b687096d1,글렌로스 골프클럽,,,,,
gc-928514cac4c6,용인CC,,,,,
gc-fc0e80550b95,석천CC,,,,,
gc-c45d3f5d316d,써닝포인트 컨트리클럽,,,,,
gc-f4bb9638f567,해솔리아 컨트리클럽,,,,,
gc-af63c289d999,세현CC,,,,,
gc-27324df1736a,한양컨트리클럽,,,,,
gc-3b60b2dadb3f,뉴코리아 컨트리클럽,,,,,
gc-8fbc2ee961a0,고양컨트리클럽,,,,,
gc-a80360466b97,1·2·3 골프장,,,,,
gc-18640b625b94,올림픽 골프장,,,,,
gc-41b5c15f44da,일산스프링힐스 컨트리클럽,,,,,
gc-1faa083d0616,한양파인컨트리클럽,,,,,
gc-210de13c89f8,남서울컨트리클럽,,,,,
gc-4731f8c98a6d,리베라컨트리클럽,,,,,
gc-7701abd77260,기흥컨트리클럽,,,,,
gc-ccb45b4f27e1,발리오스컨트리클럽(회원제),,,,,
gc-2db2d6cad688,발리오스컨트리클럽(비회원제),,,,,
gc-ee03e5ddbe9f,라비돌컨트리클럽,,,,,
gc-4905c6ca9b75,화성 상록G.C,,,,,
gc-5ec5b76d3c22,화성골프클럽,,,,,
gc-c77232b99bd6,링크나인골프클럽,,,,,
gc-24a9087d99d6,양주 컨트리클럽,,,,,
gc-73a2a3982c35,광릉CC(회원제),,,,,
gc-66517960c8f8,광릉CC(비회원제),,,,,
gc-7471c8142b1e,비전힐스CC,,,,,
gc-01a5e4501db9,해비치 컨트리클럽,,,,,
gc-29fa36946d15,남양주CC,,,,,
gc-63e74643a178,더헤븐 컨트리클럽,,,,,
gc-5e74f5c1f4b5,제일컨트리클럽,,,,,
gc-df2b984b36c9,솔트베이 골프클럽,,,,,
gc-d5533edff8e8,아세코밸리골프클럽,,,,,
gc-a68be6870289,김포SEASIDE 컨트리클럽,,,,,
gc-962dc7cafd46,서서울 컨트리클럽,,,,,
gc-0ab02fc6c813,서원밸리 골프장,,,,,
gc-fabeaa53a815,서원힐스 골프장,,,,,
gc-81becbdb274e,파주 J-Public 골프장,,,,,
gc-34f4d067cfc2,파주컨트리클럽,,,,,
gc-fb2e8a3b34d8,베스트밸리 골프클럽,,,,,
gc-d5cd483c8c94,노스팜 컨트리클럽,,,,,
gc-d0e431ff250c,스마트KU 골프 파빌리온,,,,,
gc-9eb46dae9c9d,타이거CC 골프장,,,,,
gc-e04bb1d7bba9,남촌컨트리클럽,,,,,
gc-b37c66474de6,이스트밸리CC,,,,,
gc-bed5fc0dc1f2,그린힐 컨트리클럽,,,,,
gc-2fa514959418,강남300 컨트리클럽,,,,,
gc-4cbc2f4feecc,로제비앙GC,,,,,
gc-14e8979016a9,곤지암GC,,,,,
gc-f28133275bb9,중부컨트리클럽,,,,,
gc-3c54aee76615,뉴서울컨트리클럽,,,,,
gc-3e570fca0614,캐슬렉스골프클럽,,,,,
gc-9944c1872c71,안양컨트리클럽,,,,,
gc-f2cf5d51eba9,레이크우드 골프장(회원제),,,,,
gc-310ce4be2e54,레이크우드 골프장(비회원제),,,,,
gc-9bb0cbe01084,송추 컨트리클럽,,,,,
gc-82563fee9804,에이치원 클럽,,,,,
gc-eb40a22304aa,뉴스프링빌골프장,,,,,
gc-9b37cfc9caa8,뉴스프링빌골프장(대중형),,,,,
gc-bcdfbfe815c7,비에이비스타골프장(회원),,,,,
gc-2f2cc6b9afe3,비에이비스타컨트리클럽(비회원),,,,,
gc-b046571c4182,더반 골프클럽,,,,,
gc-06bb9165507c,사우스스프링스C.C,,,,,
gc-014659dabae9,블랙스톤골프장(회원제),,,,,
gc-9de1c40fef77,블랙스톤골프장(대중형),,,,,
gc-403c1dbe574a,이천실크밸리골프클럽,,,,,
gc-fde386e28664,마이다스레이크 이천 골프&리조트,,,,,
gc-085e92730123,웰링턴컨트리클럽,,,,,
gc-d76bd69feda5,더크로스비골프클럽,,,,,
gc-cd449267e87f,파인크리크C.C,,,,,
gc-152613ee89f3,골프클럽Q,,,,,
gc-0151ec2b5b3a,마에스트로 CC,,,,,
gc-adc16ee54b54,안성컨트리클럽,,,,,
gc-2e3210c9d979,안성베네스트G.C,,,,,
gc-8f72ace0d89a,안성베네스트골프클럽 일반대중홀,,,,,
gc-2c8ffe1e182d,신안컨트리클럽,,,,,
gc-2c90528d411e,신안 퍼블릭 CC,,,,,
gc-a026faeee8ac,윈체스트 골프클럽 대중,,,,,
gc-5062dbcbfa1c,포웰CC 안성,,,,,
gc-16fca0551d98,한림안성,,,,,
gc-5495f8d48bf7,에덴블루 컨트리클럽,,,,,
gc-1f3e33adbac2,이글몬트CC,,,,,
gc-b46ed64b80b6,필로스 골프클럽,,,,,
gc-4884a38f1896,포천아도니스 C.C,,,,,
gc-e2614722e86e,포천아도니스 대중골프장,,,,,
gc-fb0d61e3914d,베어크리크골프클럽,,,,,
gc-1914b4243487,몽베르 컨트리클럽(회원제),,,,,
gc-9d709ff43c33,몽베르 컨트리클럽(비회원제),,,,,
gc-02352ab50684,일동레이크 골프클럽,,,,,
gc-d569726d2503,일동레이크대중제골프장,,,,,
gc-f2158c0fa417,푸른솔 골프클럽 포천,,,,,
gc-564e2ae6067a,포천힐스 컨트리클럽,,,,,
gc-b7fd5ee009ca,포레스트힐 컨트리클럽,,,,,
gc-825e9c261de2,참밸리 컨트리클럽,,,,,
gc-7c76a7546834,샴발라 컨트리클럽,,,,,
gc-81ecacc0ae41,라싸 골프클럽,,,,,
gc-7ef394db717b,힐마루 골프앤리조트 포천,,,,,
gc-a15f33b9f89a,더스타휴 컨트리클럽,,,,,
gc-5ca66aa29c0b,양평TPC GC,,,,,
gc-88f7a6754606,YJC골프클럽,,,,,
gc-59ee5f28d2c8,남여주대중골프장,,,,,
gc-7e1dadf46eaa,소피아그린,,,,,
gc-b55900a1fcf9,솔모로골프장,,,,,
gc-8a797fe2213a,금강컨트리클럽(회원),,,,,
gc-3f6cace5bf14,금강컨트리클럽(대중),,,,,
gc-51bfec26aa96,자유컨트리클럽,,,,,
gc-a862e6d054f2,빅토리아일반대중골프장,,,,,
gc-c0e3c44b953c,아리지 골프장,,,,,
gc-75ecca302d46,이포골프장,,,,,
gc-61ba4f976442,렉스필드 컨트리클럽(회원),,,,,
gc-657d8f5d1426,렉스필드 컨트리클럽(비회원),,,,,
gc-07b4c0178c39,블루헤런G.C,,,,,
gc-d388a17be449,신라컨트리클럽,,,,,
gc-ddb3947686d1,스카이밸리골프장(회원),,,,,
gc-6259847b3bba,스카이밸리골프장(비회원),,,,,
gc-2cf253808f7a,캐슬파인골프클럽,,,,,
gc-c6db7aa6cbe6,해슬리나인브릿지 컨트리클럽,,,,,
gc-30fa81244c96,세라지오GC,,,,,
gc-13ed08c1c42b,360도 컨트리클럽,,,,,
gc-417ae947fa4c,여주썬밸리 컨트리클럽,,,,,
gc-bd3f6011928e,페럼클럽,,,,,
gc-41b908991867,ROUTE52CC,,,,,
gc-79abd327c051,티클라우드컨트리클럽,,,,,
gc-d14f87b6bb30,썬힐G.C,,,,,
gc-14a40331e62c,마이다스밸리 청평 골프클럽,,,,,
gc-b4f940680084,프리스틴밸리 골프클럽,,,,,
gc-aa2c41b33610,아난티클럽서울,,,,,
gc-a8d0095f2145,가평 베네스트G.C,,,,,
gc-f0e079a5a368,크리스탈밸리C.C,,,,,
gc-8503021b2f0d,리앤리C.C,,,,,
gc-068617149ff3,베뉴지CC,,,,,
gc-1635f231cd12,자유로컨트리클럽,,,,,
gc-ba63455c375f,창원컨트리클럽,,,,,
gc-bfc85ba9acd0,용원컨트리클럽,,,,,
gc-745bb2ca1c75,아라미르골프앤리조트,,,,,
gc-25bf0a715d27,진주컨트리클럽,,,,,
gc-d18fa63ecde3,통영동원로얄컨트리클럽,,,,,
gc-d052d2018eeb,삼삼컨트리클럽,,,,,
gc-7c631a53804f,김해정산컨트리클럽,,,,,
gc-60d067e583df,포웰CC 김해,,,,,
gc-49239d9192d1,김해상록컨트리클럽,,,,,
gc-57ce42c5a27d,리더스컨트리클럽,,,,,
gc-db7809fe87b9,밀양컨트리클럽,,,,,
gc-a33f55e2efe0,밀양노벨컨트리클럽,,,,,
gc-2b0f0302ba03,거제드비치골프클럽,,,,,
gc-cc0251be98e6,거제뷰컨트리클럽,,,,,
gc-37a17c98d697,통도파인이스트컨트리클럽,,,,,
gc-7031ce912de8,동부산컨트리클럽,,,,,
gc-e85969d2e40c,에이원컨트리클럽,,,,,
gc-68d69c3be5e4,에덴밸리컨트리클럽,,,,,
gc-68aed81d1384,양산컨트리클럽,,,,,
gc-e33531fed221,다이아몬드컨트리클럽,,,,,
gc-afaf2442a07f,양산동원로얄CC,,,,,
gc-1a979a076b10,의령친환경골프장,,,,,
gc-f2927c01eff1,의령 리온컨트리클럽,,,,,
gc-5aff806af4f9,부곡컨트리클럽,,,,,
gc-60336c4fc30b,고성노벨컨트리클럽,,,,,
gc-5eecfb4b22ad,고성컨트리클럽,,,,,
gc-11e571536868,아난티남해CC,,,,,
gc-a2ecc8249f1d,아난티남해GC,,,,,
gc-69fe3eb3e177,사우스케이프오너스클럽,,,,,
gc-64e6bf7be0a4,경남스카이뷰CC,,,,,
gc-cd6b63162f39,거창친환경대중골프장,,,,,
gc-993e536ad4ee,클럽디거창,,,,,
gc-2a08fd4bdc5e,아델스코트 컨트리클럽,,,,,
gc-dd8a710bd41c,청하이스턴C.C,,,,,
gc-9c3aa425a935,포항C.C,,,,,
gc-4fc6d117b7f4,경주신라C.C,,,,,
gc-4b9a9d1f37d8,보문G.C,,,,,
gc-a1d37ac059d4,경주C.C,,,,,
gc-4826ba3e38b9,마우나오션C.C,,,,,
gc-16c25d6f3f20,마우나오션블루,,,,,
gc-eb9124b06908,가든골프클럽,,,,,
gc-130f7b88bcf3,우리G.C,,,,,
gc-881d18bae24f,디아너스C.C,,,,,
gc-e67c48835b2a,선리치G.C,,,,,
gc-6ec3dc97bc62,안강레전드G.C,,,,,
gc-d69bb1cfadc7,이스트힐C.C,,,,,
gc-6b7f785d4813,힐스카이C.C,,,,,
gc-bd2c2f813e31,애플밸리C.C,,,,,
gc-1e3e002ab2ce,포도C.C,,,,,
gc-8894492ab1a6,남안동C.C,,,,,
gc-9adfe4aa2a07,안동리버힐C.C,,,,,
gc-94b561c2c97d,안동레이크골프클럽,,,,,
gc-ddc7e02567ba,구미C.C,,,,,
gc-dac303292dae,오펠G.C,,,,,
gc-f7e7bf534d31,영천C.C,,,,,
gc-206bb0d5628c,시엘G.C,,,,,
gc-91f353d46004,블루원상주골프리조트,,,,,
gc-1730ca5fe304,뉴스프링빌Ⅱ,,,,,
gc-77f7a5893fb0,문경레저타운골프장,,,,,
gc-fe29a1584040,대구C.C,,,,,
gc-addca096eb8a,인터불고컨트리클럽,,,,,
gc-5607a255716b,파라지오C.C,,,,,
gc-c781c317ede3,오션비치C.C,,,,,
gc-911caf331754,그레이스C.C,,,,,
gc-29c208d17553,오션힐스청도G.C,,,,,
gc-96fce8122d04,펜타뷰골프클럽,,,,,
gc-0665bc0c6cce,유니밸리C.C,,,,,
gc-8809b27cc2be,마스터피스CC,,,,,
gc-043cdfb2fdcd,대가야CC,,,,,
gc-385ee578118d,다산 샤인힐CC,,,,,
gc-66dd9ef01893,파미힐스C.C,,,,,
gc-e2e76f635c4a,세븐밸리C.C,,,,,
gc-bc41a2489944,칠곡아이위시C.C,,,,,
gc-a1c00071e4b8,한맥C.C&노블리아,,,,,
gc-078c6e56af3a,마린CC,,,,,
gc-abff7021616b,빛고을컨트리클럽,,,,,
gc-2159121d90f9,에콜리안광산골프장,,,,,
gc-96881a9924c5,어등산컨트리클럽,,,,,
gc-3b059ef8ec97,팔공컨트리클럽,,,,,
gc-7b7b0fc1d2dd,냉천컨트리클럽,,,,,
gc-5164e33152d9,구니컨트리클럽,,,,,
gc-15dd2e00d6c7,오펠골프클럽,,,,,
gc-7b483fb0f2d1,이지스카이컨트리클럽,,,,,
gc-28ed803e0e26,유성컨트리클럽,,,,,
gc-4906278997cc,대덕복지센터,,,,,
gc-c9369c96907d,금실대덕밸리CC,,,,,
gc-485bb35864fb,부산컨트리클럽,,,,,
gc-38215b654b62,동래베네스트골프클럽,,,,,
gc-9262179bfeaa,하이스트컨트리클럽,,,,,
gc-de756338755f,해라컨트리클럽,,,,,
gc-2070c1511760,아시아드컨트리클럽,,,,,
gc-0cacc131d4d7,해운대컨트리클럽,,,,,
gc-dceb317bb674,베이사이드골프클럽,,,,,
gc-a9d6992e56d4,해운대비치골프앤리조트,,,,,
gc-80348568c7d7,기장동원로얄컨트리클럽,,,,,
gc-4fba6a0ae29e,스톤게이트컨트리클럽,,,,,
gc-dd6fca373d1b,인서울27골프클럽,,,,,
gc-2b09ff38b37c,세종에머슨컨트리클럽,,,,,
gc-dc3aed15fe4c,건설공제조합세종필드골프클럽,,,,,
gc-1e8879a575c1,세종레이캐슬골프&리조트,,,,,
gc-312ef6603be3,보라골프장,,,,,
gc-8c92f9985671,삼남골프장,,,,,
gc-9407b216837c,더골프골프장,,,,,
gc-3d725200e925,울산골프장,,,,,
gc-bb197f80e910,베이스타즈CC,,,,,
gc-442afb70220e,오르비스골프클럽,,,,,
gc-fa1a5b7b0f98,인천국제컨트리클럽,,,,,
gc-68bd427a4957,송도골프클럽,,,,,
gc-60319bf1693c,인천그랜드컨트리클럽,http://www.incheongrand.cc/,,032-584-3111,https://search.naver.com/search.naver?where=nexearch&query=%EC%9D%B8%EC%B2%9C%EA%B7%B8%EB%9E%9C%EB%93%9C%EC%BB%A8%ED%8A%B8%EB%A6%AC%ED%81%B4%EB%9F%BD,예시 행 — URL/전화 입력 후 npm run generate:course-links-sql 실행
gc-b0d53a657195,클럽72(바다),,,,,
gc-a7bb99a4bcec,클럽72(하늘),,,,,
gc-fa55dbc73e9b,베어즈베스트청라골프클럽,,,,,
gc-781728826076,석모도컨트리클럽,,,,,
gc-496303f3c77c,오렌지듄스 영종골프클럽,,,,,
gc-868a31e611a3,강화 선두리 골프장,,,,,
gc-043ae5d51851,베르힐CC 영종,,,,,
gc-4c57c6fd7298,디오션CC,,,,,
gc-349a94f1be3f,세이지우드 여수경도,,,,,
gc-295d6bb19311,포라이즌,,,,,
gc-95d86b96417d,파인힐스CC,,,,,
gc-dfddaf985536,순천CC,,,,,
gc-a4b9d0a94686,순천부영CC,,,,,
gc-dcb20414b48e,나주CC,,,,,
gc-2042973e4c2d,나주힐스CC,,,,,
gc-e87bc5cc22aa,광양CC,,,,,
gc-1236a882f178,창평CC,,,,,
gc-98d4ad236944,레이나CC,,,,,
gc-353e04416544,죽향CC,,,,,
gc-7be0893151f7,광주CC,,,,,
gc-39d4525a34c6,옥과기안CC,,,,,
gc-8c40f9db402e,르오네뜨CC,,,,,
gc-496a04b9cf3f,보성CC,,,,,
gc-2d39844d8485,보성에덴CC,,,,,
gc-658ae3503358,엘리체CC,,,,,
gc-a6fee0f415b7,화순CC,,,,,
gc-ecd9077e6622,조아밸리CC,,,,,
gc-e8468ec9b024,무등산CC,,,,,
gc-9885ff9a556f,JNJ골프리조트,,,,,
gc-d5a6f91a588a,다산베아채골프&리조트,,,,,
gc-050aa8bd6c6f,오시아노골프클럽,,,,,
gc-437ea8156737,파인비치골프링크스,,,,,
gc-5b534d8afc35,솔라시도CC,,,,,
gc-068d49f9d08c,아크로CC,,,,,
gc-5085ddf672a6,cosmos 1,,,,,
gc-138f4498623e,무안CC,,,,,
gc-a043a2488af5,클린밸리CC,,,,,
gc-80a626b2053e,엘리체CC,,,,,
gc-c8fc5eccf7b9,천지CC,,,,,
gc-e50b3c8c38c0,베르힐컨트리클럽,,,,,
gc-cc31ca848991,웨스트오션CC,,,,,
gc-3355d2573fd4,에콜리안영광골프장,,,,,
gc-667fefd06c3f,푸른솔 골프클럽,,,,,
gc-db3f5634c5ee,백양우리CC,,,,,
gc-0b047be49f03,전주월드컵골프장,,,,,
gc-14ba1ad9ac28,군산CC,,,,,
gc-e66e37a5892a,익산컨트리클럽,,,,,
gc-7e17709a629a,상떼힐CC,,,,,
gc-45a6c468cd91,웅포컨트리클럽,,,,,
gc-11d936495fd4,포세븐금강컨트리클럽,,,,,
gc-db9ee81a1a70,내장산골프&리조트,,,,,
gc-555dca97c252,남원상록골프장,,,,,
gc-93d79516b4dd,아네스빌CC,,,,,
gc-236bf8a0310c,에스페란사GC,,,,,
gc-8cda6b72d361,김제스파힐스CC,,,,,
gc-51bc2ed864d2,더나인골프클럽,,,,,
gc-3dc796a63edd,OKCC,,,,,
gc-0bd7dd5c03df,케이밸리컨트리클럽,,,,,
gc-af220a47e9ad,써미트CC,,,,,
gc-dede5bb789cf,무주덕유산CC,,,,,
gc-6d636874e191,장수골프리조트,,,,,
gc-a2c85434539e,전주샹그릴라CC,,,,,
gc-6d34f609ed90,금과골프장,,,,,
gc-fd40b7bf3b76,디케이레저,,,,,
gc-e6f654f8efb6,고창CC,,,,,
gc-8f5c8d0f5d46,석정힐CC,,,,,
gc-c96a1655bd5c,타미우스cc,,,,,
gc-7d2ed71b8086,그린필드GC,,,,,
gc-aff117457c45,라헨느CC,,,,,
gc-ed4f10d4c149,볼카노골프앤리조트,,,,,
gc-7860808d29d1,테디밸리,,,,,
gc-cf50ab88350d,㈜그랜드부민 꿈드림목장,,,,,
gc-464e4a545027,에코랜드,,,,,
gc-0e0131544801,라온골프클럽,,,,,
gc-84bb21f2b77e,크라운CC,,,,,
gc-5f82bbc964a8,더시에나CC,,,,,
gc-ad576aa399b4,아덴힐,,,,,
gc-d03e2b710be0,한라산CC,,,,,
gc-baa4851e3f89,플라자CC,,,,,
gc-e0165d4e49cd,부영CC,,,,,
gc-7dcfb1b60ab9,서귀포팬텀 골프앤리조트,,,,,
gc-c96f2da1a4dc,중문GC,,,,,
gc-2372496c2665,스프링데일,,,,,
gc-a441de4b462a,더클래식CC,,,,,
gc-af1917ce6948,샤인빌파크CC,,,,,
gc-e401cda7a8ad,우정힐스 컨트리클럽,,,,,
gc-7681bcbcf45d,천안상록 골프장,,,,,
gc-2c27b8854e6b,마론컨트리클럽,,,,,
gc-9655898af6a6,프린세스 골프클럽,,,,,
gc-46caa66a0c89,골드리버CC,,,,,
gc-25f812ff383a,계룡산골프장,,,,,
gc-5631e69db45e,보령베이스CC,,,,,
gc-de2b5fc511da,에스앤 골프리조트,,,,,
gc-e91593f65b4b,도고컨트리 구락부,,,,,
gc-7c044b23d1a4,에스지아름다운골프&리조트,,,,,
gc-c9dda49e7539,서산수 골프앤리조트,,,,,
gc-e3f0db78167a,더힐 컨트리클럽,,,,,
gc-c0cdb2271518,아리스타 CC,,,,,
gc-699579941cf6,파인스톤 컨트리클럽,,,,,
gc-95696dbd5d40,파나시아 골프클럽,,,,,
gc-5df84bcc3bd5,플라밍고C.C,,,,,
gc-b48ba0827aa2,에딘버러 컨트리클럽,,,,,
gc-19f328d2bc87,백제컨트리클럽,,,,,
gc-41c9fac17790,㈜호텔롯데 스카이힐 부여CC,,,,,
gc-b21ce78f76ca,골든베이골프&리조트,,,,,
gc-2abf3143e489,스톤비치컨트리클럽,,,,,
gc-bf183cd699c7,로얄링스 CC,,,,,
gc-167a7f95d402,솔라고CC,,,,,
gc-04b372ccad13,내포골프클럽,,,,,
gc-81f36c789316,그랜드cc,,,,,
gc-6ea98adb1954,아난티 중앙골프클럽,,,,,
gc-a81df4ea7927,천 룡cc,,,,,
gc-8ccf3d19f9bb,세레니티cc,,,,,
gc-ce7b0e81cf22,스 타cc,,,,,
gc-ae86fbe36e97,임페리얼레이크,,,,,
gc-760b850e4451,천 룡cc,,,,,
gc-606fb4b33249,떼제베운영,,,,,
gc-ac8ec878e912,썬밸리cc,,,,,
gc-54e8d6f41d3b,중 원cc,,,,,
gc-d0e3ce523b5f,레인보우힐스,,,,,
gc-8ded1998e36a,히든밸리cc,,,,,
gc-663ebcd52f5e,골드나인cc,,,,,
gc-3d68f1ae46e5,센테리움cc,,,,,
gc-f261ddd7cd1a,대호단양cc,,,,,
gc-6bee4df56cf5,대영베이스cc,,,,,
gc-facbcadf0522,오창 에딘버러,,,,,
gc-9c36390d43ba,이븐데일cc,,,,,
gc-717efe03426f,킹즈락cc,,,,,
gc-eec2e96ca1a7,젠스필드cc,,,,,
gc-c5f55ef01f20,로얄포레cc,,,,,
gc-1cfb7d6583c7,대영힐스cc,,,,,
gc-617f2f73c737,진양밸리cc,,,,,
gc-3d728357d622,에콜리안제천,,,,,
gc-e02aaeea09ed,코스카cc,,,,,
gc-914eaef995a0,클럽디속리산,,,,,
gc-2bace244ca44,동 촌cc,,,,,
gc-0a89c1c9b286,세 일cc,,,,,
gc-746ebce39dd0,클럽디보은,,,,,
gc-ca6baf196057,올데이 골프앤리조트,,,,,
gc-b86dec31683a,감곡CC,,,,,
gc-a8e246e93ac3,일라이트 컨트리클럽,,,,,
gc-e14661a32922,일레븐cc,,,,,
gc-8d9ee33d1f22,킹스데일cc,,,,,
gc-97d5d758dc31,블랙스톤cc,,,,,
gc-ab79864b5bdf,모나크cc,,,,,
gc-cf2911a3e910,음성 힐데스하임cc,,,,,
gc-736ecb0e589a,세레니티cc,,,,,
gc-a043ad4dfcf6,서경타니CC,,,,,
gc-5384133fb9bc,가야컨트리클럽 (회원제),,,,,
gc-9bd0f98bfdee,가야컨트리클럽 (대중제),,,,,
gc-49a45667bbb1,힐마루컨트리클럽 (회원제),,,,,
gc-98e3f829ab99,힐마루컨트리클럽 (대중제),,,,,
gc-1636db0b5c9f,오션힐스포항C.C (회원제),,,,,
gc-43ee7ee149ba,오션힐스포항C.C (대중제),,,,,
gc-28ff72e3fac8,서라벌G.C,,,,,
gc-783a937fe067,엠스클럽의성,,,,,
gc-044a801a85d5,골드레이크CC (대중제),,,,,
gc-990342c1d90c,골드레이크CC (회원제),,,,,
gc-53f5c270575b,해피니스CC (대중제),,,,,
gc-660ffc0f1f8d,해피니스CC (회원제),,,,,
gc-7c780d37c946,태인CC,,,,,
gc-7ef835cc44ce,엘리시안제주 (회원제),,,,,
gc-48b0d3b9c2cb,엘리시안제주 (대중제),,,,,
gc-81f3ec25ee6f,에버리스CC (회원제),,,,,
gc-57d2cac587d2,에버리스CC (대중제),,,,,
gc-404df8588434,아난티클럽제주 (회원제),,,,,
gc-ce976348ba8f,아난티클럽제주 (대중제),,,,,
gc-0654fd7fa764,캐슬렉스제주 (회원제),,,,,
gc-8c893fc692ea,캐슬렉스제주 (대중제),,,,,
gc-e51deb9a5cbf,해비치CC (회원제),,,,,
gc-a34d1218714a,해비치CC (대중제),,,,,
gc-834f306ba4e2,롯데스카이힐제주 (회원제),,,,,
gc-4d1cbdf3ceb2,롯데스카이힐제주 (대중제),,,,,
gc-85e4c645a34a,사이프러스골프 (회원제),,,,,
