id,name,region,city,address,query,source
gc-e8468ec9b024,무등산CC,전라,전남,전남 화순군 화순읍 오성로 292-90,무등산CC 전남 화순군 화순읍 오성로 292-90,public_data
gc-9885ff9a556f,JNJ골프리조트,전라,장흥군,장흥군 장평면 제산기동로 326,JNJ골프리조트 장흥군 장평면 제산기동로 326,public_data
gc-d5a6f91a588a,다산베아채골프&리조트,전라,전남,전남 강진군 도암면 학장용산길 101,전남 강진군 도암면 학장용산길 101,public_data
gc-050aa8bd6c6f,오시아노골프클럽,전라,해남군,해남군 화원면 시아로 224,오시아노골프클럽 해남군 화원면 시아로 224,public_data
gc-437ea8156737,파인비치골프링크스,전라,해남군,해남군 화원면 시아로 224,파인비치골프링크스 해남군 화원면 시아로 224,public_data
gc-5b534d8afc35,솔라시도CC,전라,해남군,해남군 산이면 산이로 2247,솔라시도CC 해남군 산이면 산이로 2247,public_data
gc-068d49f9d08c,아크로CC,전라,전남,전남 영암군 금정면 안적동길 403,아크로CC 전남 영암군 금정면 안적동길 403,public_data
gc-5085ddf672a6,cosmos 1,전라,영암군,영암군 삼호읍 에프원로 121-4,cosmos 1 영암군 삼호읍 에프원로 121-4,public_data
gc-138f4498623e,무안CC,전라,전남,전남 무안군 청계면 도대리 818,전남 무안군 청계면 도대리 818,public_data
gc-a043a2488af5,클린밸리CC,전라,전남,전남 무안군 청계면 태봉길 33-100,클린밸리CC 전남 무안군 청계면 태봉길 33-100,public_data
gc-80a626b2053e,엘리체CC,전라,전남,전남 함평군 학교면 서당매길 242,엘리체CC 전남 함평군 학교면 서당매길 242,public_data
gc-c8fc5eccf7b9,천지CC,전라,전남,전남 함평군 함장로 889-11,천지CC 전남 함평군 함장로 889-11,public_data
gc-e50b3c8c38c0,베르힐컨트리클럽,전라,전남,전남 함평군 대동면 대동길 408,베르힐컨트리클럽 전남 함평군 대동면 대동길 408,public_data
gc-cc31ca848991,웨스트오션CC,전라,영광군,영광군 백수읍 해안로 1362-70,웨스트오션CC 영광군 백수읍 해안로 1362-70,public_data
gc-3355d2573fd4,에콜리안영광골프장,전라,영광군,영광군 영광읍 월현로 1길 40,에콜리안영광골프장 영광군 영광읍 월현로 1길 40,public_data
gc-667fefd06c3f,푸른솔 골프클럽,전라,전남,전남 장성군 동화면 임정로 155,푸른솔 골프클럽 전남 장성군 동화면 임정로 155,public_data
gc-db3f5634c5ee,백양우리CC,전라,전남,전남 장성군 북이면 사거리 752-1,백양우리CC 전남 장성군 북이면 사거리 752-1,public_data
gc-0b047be49f03,전주월드컵골프장,전라,전북특별자치도,전북특별자치도 전주시 덕진구 온고을로 672,전북특별자치도 전주시 덕진구 온고을로 672,public_data
gc-14ba1ad9ac28,군산CC,전라,전북특별자치도,전북특별자치도 군산시 옥서면 남산군로 1685,전북특별자치도 군산시 옥서면 남산군로 1685,public_data
gc-e66e37a5892a,익산컨트리클럽,전라,전북특별자치도,전북특별자치도 익산시 무왕로38길 111,전북특별자치도 익산시 무왕로38길 111,public_data
gc-7e17709a629a,상떼힐CC,전라,전북특별자치도,전북특별자치도 익산시 무왕로38길 111,전북특별자치도 익산시 무왕로38길 111,public_data
gc-45a6c468cd91,웅포컨트리클럽,전라,전북특별자치도,전북특별자치도 익산시 웅포면 강변로 130,전북특별자치도 익산시 웅포면 강변로 130,public_data
gc-11d936495fd4,포세븐금강컨트리클럽,전라,전북특별자치도,전북특별자치도 익산시 웅포면 강변로 130,전북특별자치도 익산시 웅포면 강변로 130,public_data
gc-db9ee81a1a70,내장산골프&리조트,전라,전북특별자치도,전북특별자치도 정읍시 첨단과학로 476,전북특별자치도 정읍시 첨단과학로 476,public_data
gc-555dca97c252,남원상록골프장,전라,전북특별자치도,전북특별자치도 남원시 대산면 월계길 11,전북특별자치도 남원시 대산면 월계길 11,public_data
gc-93d79516b4dd,아네스빌CC,전라,전북특별자치도,전북특별자치도 김제시 황산면 높은메길 160-39,전북특별자치도 김제시 황산면 높은메길 160-39,public_data
gc-236bf8a0310c,에스페란사GC,전라,전북특별자치도,전북특별자치도 김제시 금구면 낙산로 120,전북특별자치도 김제시 금구면 낙산로 120,public_data
gc-8cda6b72d361,김제스파힐스CC,전라,전북특별자치도,전북특별자치도 김제시 온천길 37,전북특별자치도 김제시 온천길 37,public_data
gc-51bc2ed864d2,더나인골프클럽,전라,전북특별자치도,전북특별자치도 김제시 금구면 대화1길 8-75,전북특별자치도 김제시 금구면 대화1길 8-75,public_data
gc-3dc796a63edd,OKCC,전라,전북특별자치도,전북특별자치도 완주군 소양면 화심리 300,전북특별자치도 완주군 소양면 화심리 300,public_data
gc-0bd7dd5c03df,케이밸리컨트리클럽,전라,전북특별자치도,전북특별자치도 완주군 운주면 산북리 65-4,전북특별자치도 완주군 운주면 산북리 65-4,public_data
gc-af220a47e9ad,써미트CC,전라,전북특별자치도,전북특별자치도 진안군 부귀면 부귀로 72-161,전북특별자치도 진안군 부귀면 부귀로 72-161,public_data
gc-dede5bb789cf,무주덕유산CC,전라,전북특별자치도,전북특별자치도 무주군 설천면 만선로 185,전북특별자치도 무주군 설천면 만선로 185,public_data
gc-6d636874e191,장수골프리조트,전라,전북특별자치도,전북특별자치도 장수군 계남면 장안산로 303,전북특별자치도 장수군 계남면 장안산로 303,public_data
gc-a2c85434539e,전주샹그릴라CC,전라,전북특별자치도,전북특별자치도 임실군 신덕면 수지로 559-90,전북특별자치도 임실군 신덕면 수지로 559-90,public_data
gc-6d34f609ed90,금과골프장,전라,전북특별자치도,전북특별자치도 순창군 금과면 담순로 716,전북특별자치도 순창군 금과면 담순로 716,public_data
gc-fd40b7bf3b76,디케이레저,전라,전북특별자치도,전북특별자치도 순창군 순창읍 금산로 152,전북특별자치도 순창군 순창읍 금산로 152,public_data
gc-e6f654f8efb6,고창CC,전라,전북특별자치도,전북특별자치도 고창군 심원면 애향갯벌로 70,전북특별자치도 고창군 심원면 애향갯벌로 70,public_data
gc-8f5c8d0f5d46,석정힐CC,전라,전북특별자치도,전북특별자치도 고창군 고창읍 석정2로 192,전북특별자치도 고창군 고창읍 석정2로 192,public_data
gc-c96a1655bd5c,타미우스cc,제주,제주시,제주특별자치도 제주시 애월읍 화전길 201,제주특별자치도 제주시 애월읍 화전길 201,public_data
gc-7d2ed71b8086,그린필드GC,제주,제주시,제주특별자치도 제주시 조천읍 번영로 1040-70,제주특별자치도 제주시 조천읍 번영로 1040-70,public_data
gc-aff117457c45,라헨느CC,제주,제주시,제주특별자치도 제주시 봉개동 241-13,제주특별자치도 제주시 봉개동 241-13,public_data
gc-ed4f10d4c149,볼카노골프앤리조트,제주,서귀포시,제주특별자치도 서귀포시 산록남로 1391,제주특별자치도 서귀포시 산록남로 1391,public_data
gc-7860808d29d1,테디밸리,제주,서귀포시,제주특별자치도 서귀포시 한창로 365,제주특별자치도 서귀포시 한창로 365,public_data
gc-cf50ab88350d,㈜그랜드부민 꿈드림목장,제주,제주시,제주특별자치도 제주시 516로 2596-117,제주특별자치도 제주시 516로 2596-117,public_data
gc-464e4a545027,에코랜드,제주,제주시,제주특별자치도 제주시 조천읍 번영로 1278-169,제주특별자치도 제주시 조천읍 번영로 1278-169,public_data
gc-0e0131544801,라온골프클럽,제주,제주시,제주특별자치도 제주시 한경면 용금로 998,제주특별자치도 제주시 한경면 용금로 998,public_data
gc-84bb21f2b77e,크라운CC,제주,제주시,제주특별자치도 제주시 조천읍 북선로 125,제주특별자치도 제주시 조천읍 북선로 125,public_data
gc-5f82bbc964a8,더시에나CC,제주,제주시,제주특별자치도 제주시 516로 2695,제주특별자치도 제주시 516로 2695,public_data
gc-ad576aa399b4,아덴힐,제주,제주시,제주특별자치도 제주시 화전길 82,제주특별자치도 제주시 화전길 82,public_data
gc-d03e2b710be0,한라산CC,제주,제주시,제주특별자치도 제주시 선돌목동길 56-46,제주특별자치도 제주시 선돌목동길 56-46,public_data
gc-baa4851e3f89,플라자CC,제주,제주시,제주특별자치도 제주시 명림로 575-107,제주특별자치도 제주시 명림로 575-107,public_data
gc-e0165d4e49cd,부영CC,제주,서귀포시,제주특별자치도 서귀포시 남원읍 남조로 960,제주특별자치도 서귀포시 남원읍 남조로 960,public_data
gc-7dcfb1b60ab9,서귀포팬텀 골프앤리조트,제주,서귀포시,제주특별자치도 서귀포시 산록남로 2914,제주특별자치도 서귀포시 산록남로 2914,public_data
gc-c96f2da1a4dc,중문GC,제주,서귀포시,제주특별자치도 서귀포시 중문관광로 72번길 60,제주특별자치도 서귀포시 중문관광로 72번길 60,public_data
gc-2372496c2665,스프링데일,제주,서귀포시,제주특별자치도 서귀포시 남원읍 서성로 459,제주특별자치도 서귀포시 남원읍 서성로 459,public_data
gc-a441de4b462a,더클래식CC,제주,서귀포시,제주특별자치도 서귀포시 남원읍 남조로 1105,제주특별자치도 서귀포시 남원읍 남조로 1105,public_data
gc-af1917ce6948,샤인빌파크CC,제주,서귀포시,제주특별자치도 서귀포시 표선면 가시로 384,제주특별자치도 서귀포시 표선면 가시로 384,public_data
gc-e401cda7a8ad,우정힐스 컨트리클럽,충청,목천읍,목천읍 충절로 1048-68,우정힐스 컨트리클럽 목천읍 충절로 1048-68,public_data
gc-7681bcbcf45d,천안상록 골프장,충청,수신면,수신면 수신로 576,천안상록 골프장 수신면 수신로 576,public_data
gc-2c27b8854e6b,마론컨트리클럽,충청,동남구,동남구 북면 납안5길 74,마론컨트리클럽 동남구 북면 납안5길 74,public_data
gc-9655898af6a6,프린세스 골프클럽,충청,공주시,공주시 정안면 방자들길 81-50(인풍리),프린세스 골프클럽 공주시 정안면 방자들길 81-50(인풍리),public_data
gc-46caa66a0c89,골드리버CC,충청,공주시,공주시 의당면 신정말길 67-133(청룡리),골드리버CC 공주시 의당면 신정말길 67-133(청룡리),public_data
gc-25f812ff383a,계룡산골프장,충청,공주시,공주시 계룡면 아랫난댕이길 17(내흥리),계룡산골프장 공주시 계룡면 아랫난댕이길 17(내흥리),public_data
gc-5631e69db45e,보령베이스CC,충청,보령시,보령시 옥마벚길 10,보령베이스CC 보령시 옥마벚길 10,public_data
gc-de2b5fc511da,에스앤 골프리조트,충청,보령시,보령시 남포면 양항리 650-2,에스앤 골프리조트 보령시 남포면 양항리 650-2,public_data
gc-e91593f65b4b,도고컨트리 구락부,충청,선장면,선장면 삼봉산길 188,도고컨트리 구락부 선장면 삼봉산길 188,public_data
gc-7c044b23d1a4,에스지아름다운골프&리조트,충청,영인면,영인면 영인산로 440,에스지아름다운골프&리조트 영인면 영인산로 440,public_data
gc-c9dda49e7539,서산수 골프앤리조트,충청,서산시,서산시 대산읍 삼길포7로 8,서산수 골프앤리조트 서산시 대산읍 삼길포7로 8,public_data
gc-e3f0db78167a,더힐 컨트리클럽,충청,논산시,논산시 상월면 선비로 1079,더힐 컨트리클럽 논산시 상월면 선비로 1079,public_data
gc-c0cdb2271518,아리스타 CC,충청,연무읍,연무읍 황화정리 산100,아리스타 CC 연무읍 황화정리 산100,public_data
gc-699579941cf6,파인스톤 컨트리클럽,충청,당진시,당진시 송산면 무수들길 90,파인스톤 컨트리클럽 당진시 송산면 무수들길 90,public_data
gc-95696dbd5d40,파나시아 골프클럽,충청,당진시,당진시 신평면 계명길 33,파나시아 골프클럽 당진시 신평면 계명길 33,public_data
gc-5df84bcc3bd5,플라밍고C.C,충청,당진시,당진시 석문면 산단8로 299,플라밍고C.C 당진시 석문면 산단8로 299,public_data
gc-b48ba0827aa2,에딘버러 컨트리클럽,충청,금산군,금산군 진산면 살구정길 167,에딘버러 컨트리클럽 금산군 진산면 살구정길 167,public_data
gc-19f328d2bc87,백제컨트리클럽,충청,부여군,부여군 은산면 충절로 3734-82,백제컨트리클럽 부여군 은산면 충절로 3734-82,public_data
gc-41c9fac17790,㈜호텔롯데 스카이힐 부여CC,충청,부여군,부여군 규암면 백제문로 470,㈜호텔롯데 스카이힐 부여CC 부여군 규암면 백제문로 470,public_data
gc-b21ce78f76ca,골든베이골프&리조트,충청,태안군,태안군 근흥면 정선포로 217,골든베이골프&리조트 태안군 근흥면 정선포로 217,public_data
gc-2abf3143e489,스톤비치컨트리클럽,충청,태안군,태안군 근흥면 갈음이길 88,스톤비치컨트리클럽 태안군 근흥면 갈음이길 88,public_data
gc-bf183cd699c7,로얄링스1,충청,태안군,태안군 태안읍 반곡길 284,로얄링스1 태안군 태안읍 반곡길 284,public_data
gc-dbaa28f7b44e,로얄링스2,충청,태안군,태안군 태안읍 반곡길 284,로얄링스2 태안군 태안읍 반곡길 284,public_data
gc-167a7f95d402,솔라고CC1,충청,태안군,태안군 태안읍 소곳이길 92-234,솔라고CC1 태안군 태안읍 소곳이길 92-234,public_data
gc-d3a3acc83c4d,솔라고CC2,충청,태안군,태안군 태안읍 소곳이길 92-234,솔라고CC2 태안군 태안읍 소곳이길 92-234,public_data
gc-04b372ccad13,내포골프클럽,충청,예산군,예산군 삽교읍 산수길 242(목리 1420),내포골프클럽 예산군 삽교읍 산수길 242(목리 1420),public_data
gc-81f36c789316,그랜드cc,충청,청주시,청주시 청원군 오창읍 꽃화산길 14,그랜드cc 청주시 청원군 오창읍 꽃화산길 14,public_data
gc-6ea98adb1954,아난티 중앙골프클럽,충청,진천군,진천군 백곡면 배티로 818-105,아난티 중앙골프클럽 진천군 백곡면 배티로 818-105,public_data
gc-a81df4ea7927,천 룡cc,충청,진천군,진천군 이월면 진안로 347-123,천 룡cc 진천군 이월면 진안로 347-123,public_data
gc-8ccf3d19f9bb,세레니티cc,충청,청주시,청주시 서원구 남이면 문곡구절골길 235,세레니티cc 청주시 서원구 남이면 문곡구절골길 235,public_data
gc-ce7b0e81cf22,스 타cc,충청,충주시,충주시 앙성면 상대촌1길 198,스 타cc 충주시 앙성면 상대촌1길 198,public_data
gc-ae86fbe36e97,임페리얼레이크,충청,충주시,충주시 금가면 다래울길 52,임페리얼레이크 충주시 금가면 다래울길 52,public_data
gc-760b850e4451,천 룡cc,충청,진천군,진천군 이월면 진안로 425,천 룡cc 진천군 이월면 진안로 425,public_data
gc-606fb4b33249,떼제베운영,충청,청주시,청주시 흥덕구 옥산면 동림2길 149,떼제베운영 청주시 흥덕구 옥산면 동림2길 149,public_data
gc-ac8ec878e912,썬밸리cc,충청,음성군,음성군 삼성면 법말길 49,썬밸리cc 음성군 삼성면 법말길 49,public_data
gc-54e8d6f41d3b,중 원cc,충청,충주시,충주시 산척면 인등로 392,중 원cc 충주시 산척면 인등로 392,public_data
gc-d0e3ce523b5f,레인보우힐스,충청,음성군,음성군 생극면 차생로 168,레인보우힐스 음성군 생극면 차생로 168,public_data
gc-8ded1998e36a,히든밸리cc,충청,진천군,진천군 백곡면 소토골길 61,히든밸리cc 진천군 백곡면 소토골길 61,public_data
gc-663ebcd52f5e,골드나인cc,충청,청주시,청주시 청원구 낭성면 산성로 1520-17,골드나인cc 청주시 청원구 낭성면 산성로 1520-17,public_data
gc-3d68f1ae46e5,센테리움cc,충청,충주시,충주시 노은면 솔고개로 750,센테리움cc 충주시 노은면 솔고개로 750,public_data
gc-f261ddd7cd1a,대호단양cc,충청,단양군,단양군 매포읍 고양5길 43,대호단양cc 단양군 매포읍 고양5길 43,public_data
gc-6bee4df56cf5,대영베이스cc,충청,충주시,충주시 대소원면 성종두담길 113,대영베이스cc 충주시 대소원면 성종두담길 113,public_data
gc-facbcadf0522,오창 에딘버러,충청,청주시,청주시 청원구 오창읍 두릉유리로 846,오창 에딘버러 청주시 청원구 오창읍 두릉유리로 846,public_data
gc-9c36390d43ba,이븐데일cc,충청,청주시,청주시 상당구 미원면 대신2길 31,이븐데일cc 청주시 상당구 미원면 대신2길 31,public_data
gc-717efe03426f,킹즈락cc,충청,제천시,제천시 천남동 내토로7길 136,킹즈락cc 제천시 천남동 내토로7길 136,public_data
gc-eec2e96ca1a7,젠스필드cc,충청,음성군,음성군 삼성면 덕호로 382,젠스필드cc 음성군 삼성면 덕호로 382,public_data
gc-c5f55ef01f20,로얄포레cc,충청,충주시,충주시 신니면 화치3길 35,로얄포레cc 충주시 신니면 화치3길 35,public_data
gc-1cfb7d6583c7,대영힐스cc,충청,충주시,충주시 대소원면 성종두담길 114,대영힐스cc 충주시 대소원면 성종두담길 114,public_data
gc-617f2f73c737,진양밸리cc,충청,음성군,음성군 삼성면 금일로 1195,진양밸리cc 음성군 삼성면 금일로 1195,public_data
gc-3d728357d622,에콜리안제천,충청,제천시,제천시 고암동 송학 주천로 102,에콜리안제천 제천시 고암동 송학 주천로 102,public_data
gc-e02aaeea09ed,코스카cc,충청,음성군,음성군 음성읍 동음로 318,코스카cc 음성군 음성읍 동음로 318,public_data
gc-914eaef995a0,클럽디속리산,충청,보은군,보은군 탄부면 평각상장로 230,클럽디속리산 보은군 탄부면 평각상장로 230,public_data
gc-2bace244ca44,동 촌cc,충청,충주시,충주시 노은면 감노로 1327,동 촌cc 충주시 노은면 감노로 1327,public_data
gc-0a89c1c9b286,세 일cc,충청,충주시,충주시 신니면 동락길 207,세 일cc 충주시 신니면 동락길 207,public_data
gc-746ebce39dd0,클럽디보은,충청,보은군,보은군 보은읍 장속중초로 386,클럽디보은 보은군 보은읍 장속중초로 386,public_data
gc-ca6baf196057,올데이 골프앤리조트,충청,충주시,충주시 앙성면 비내길 189,올데이 골프앤리조트 충주시 앙성면 비내길 189,public_data
gc-b86dec31683a,감곡CC,충청,음성군,음성군 감곡면 문촌리 산81-6,감곡CC 음성군 감곡면 문촌리 산81-6,public_data
gc-a8e246e93ac3,일라이트 컨트리클럽,충청,영동군,영동군 영동읍 매천리 산 35-1,일라이트 컨트리클럽 영동군 영동읍 매천리 산 35-1,public_data
gc-e14661a32922,일레븐cc,충청,충주시,충주시 앙성면 본평리 산 43-1,일레븐cc 충주시 앙성면 본평리 산 43-1,public_data
gc-8d9ee33d1f22,킹스데일cc,충청,충주시,충주시 주덕면 기업도시3로 2,충주시 주덕면 기업도시3로 2,public_data
gc-97d5d758dc31,블랙스톤cc,충청,증평군,증평군 도안면 벼루재길 334,증평군 도안면 벼루재길 334,public_data
gc-ab79864b5bdf,모나크cc,충청,음성군,음성군 금왕읍 대금로 1851번길 3-14,모나크cc 음성군 금왕읍 대금로 1851번길 3-14,public_data
gc-cf2911a3e910,음성 힐데스하임cc,충청,음성군,음성군 소이면 후미리 산40-4,음성 힐데스하임cc 음성군 소이면 후미리 산40-4,public_data
gc-736ecb0e589a,세레니티cc,충청,청주시,청주시 서원구 남이면 산막리 산 128,세레니티cc 청주시 서원구 남이면 산막리 산 128,public_data
gc-a043ad4dfcf6,서경타니CC,경상,사천시,사천시 곤양면 흥신로 210,서경타니CC 사천시 곤양면 흥신로 210,public_data
gc-5384133fb9bc,가야컨트리클럽 (회원제),경상,김해시,김해시 인제로 495,가야컨트리클럽 (회원제) 김해시 인제로 495,public_data
gc-9bd0f98bfdee,가야컨트리클럽 (대중제),경상,김해시,김해시 인제로 495,가야컨트리클럽 (대중제) 김해시 인제로 495,public_data
gc-49a45667bbb1,힐마루컨트리클럽 (회원제),경상,창녕군,창녕군 장마면 영산계성로 469-195,힐마루컨트리클럽 (회원제) 창녕군 장마면 영산계성로 469-195,public_data
gc-98e3f829ab99,힐마루컨트리클럽 (대중제),경상,창녕군,창녕군 장마면 영산계성로 469-195,힐마루컨트리클럽 (대중제) 창녕군 장마면 영산계성로 469-195,public_data
gc-1636db0b5c9f,오션힐스포항C.C (회원제),경상,포항시,경상북도 포항시 북구 송라면 대전길 7,경상북도 포항시 북구 송라면 대전길 7,public_data
gc-43ee7ee149ba,오션힐스포항C.C (대중제),경상,포항시,경상북도 포항시 북구 송라면 대전길 7,경상북도 포항시 북구 송라면 대전길 7,public_data
gc-28ff72e3fac8,서라벌G.C,경상,경주시,경상북도 경주시 외동읍 내외로 577-189,경상북도 경주시 외동읍 내외로 577-189,public_data
gc-783a937fe067,엠스클럽의성,경상,의성군,경상북도 의성군 봉양면 농공마전길 125-78,경상북도 의성군 봉양면 농공마전길 125-78,public_data
gc-044a801a85d5,골드레이크CC (대중제),전라,전남,전남 나주시 남평읍 나주호로 442-129,골드레이크CC (대중제) 전남 나주시 남평읍 나주호로 442-129,public_data
gc-990342c1d90c,골드레이크CC (회원제),전라,전남,전남 나주시 남평읍 나주호로 442-129,골드레이크CC (회원제) 전남 나주시 남평읍 나주호로 442-129,public_data
gc-53f5c270575b,해피니스CC (대중제),전라,전남,전남 나주시 다도면 다도로 171-60,전남 나주시 다도면 다도로 171-60,public_data
gc-660ffc0f1f8d,해피니스CC (회원제),전라,전남,전남 나주시 다도면 다도로 171-60,전남 나주시 다도면 다도로 171-60,public_data
gc-7c780d37c946,태인CC,전라,전북특별자치도,전북특별자치도 정읍시 태인면 상증길 28,전북특별자치도 정읍시 태인면 상증길 28,public_data
gc-7ef835cc44ce,엘리시안제주 (회원제),제주,제주시,제주특별자치도 제주시 평화로 1738-116,제주특별자치도 제주시 평화로 1738-116,public_data
gc-48b0d3b9c2cb,엘리시안제주 (대중제),제주,제주시,제주특별자치도 제주시 평화로 1738-116,제주특별자치도 제주시 평화로 1738-116,public_data
gc-81f3ec25ee6f,에버리스CC (회원제),제주,제주시,제주특별자치도 제주시 평화로 1693-75,제주특별자치도 제주시 평화로 1693-75,public_data
gc-57d2cac587d2,에버리스CC (대중제),제주,제주시,제주특별자치도 제주시 평화로 1693-75,제주특별자치도 제주시 평화로 1693-75,public_data
gc-404df8588434,아난티클럽제주 (회원제),제주,제주시,제주특별자치도 제주시 선유로 445-55,제주특별자치도 제주시 선유로 445-55,public_data
gc-ce976348ba8f,아난티클럽제주 (대중제),제주,제주시,제주특별자치도 제주시 선유로 445-55,제주특별자치도 제주시 선유로 445-55,public_data
gc-0654fd7fa764,캐슬렉스제주 (회원제),제주,서귀포시,제주특별자치도 서귀포시 안덕면 평화로 1241,제주특별자치도 서귀포시 안덕면 평화로 1241,public_data
gc-8c893fc692ea,캐슬렉스제주 (대중제),제주,서귀포시,제주특별자치도 서귀포시 안덕면 평화로 1241,제주특별자치도 서귀포시 안덕면 평화로 1241,public_data
gc-e51deb9a5cbf,해비치CC (회원제),제주,서귀포시,제주특별자치도 서귀포시 남원읍 원님로 399번길 319,제주특별자치도 서귀포시 남원읍 원님로 399번길 319,public_data
gc-a34d1218714a,해비치CC (대중제),제주,서귀포시,제주특별자치도 서귀포시 남원읍 원님로 399번길 319,제주특별자치도 서귀포시 남원읍 원님로 399번길 319,public_data
gc-834f306ba4e2,롯데스카이힐제주 (회원제),제주,서귀포시,제주특별자치도 서귀포시 상예로 530,제주특별자치도 서귀포시 상예로 530,public_data
gc-4d1cbdf3ceb2,롯데스카이힐제주 (대중제),제주,서귀포시,제주특별자치도 서귀포시 상예로 530,제주특별자치도 서귀포시 상예로 530,public_data
gc-85e4c645a34a,사이프러스골프 (회원제),제주,서귀포시,제주특별자치도 서귀포시 번영로 2300,제주특별자치도 서귀포시 번영로 2300,public_data
gc-4365b50502ef,사이프러스골프 (대중제),제주,서귀포시,제주특별자치도 서귀포시 번영로 2300,제주특별자치도 서귀포시 번영로 2300,public_data
gc-029535a99281,나인브릿지 (회원제),제주,서귀포시,제주특별자치도 서귀포시 안덕면 광평로 34-156,제주특별자치도 서귀포시 안덕면 광평로 34-156,public_data
gc-06c10aaf3618,나인브릿지 (대중제),제주,서귀포시,제주특별자치도 서귀포시 안덕면 광평로 34-156,제주특별자치도 서귀포시 안덕면 광평로 34-156,public_data
gc-41a0194846f8,SK핀크스 (회원제),제주,서귀포시,제주특별자치도 서귀포시 안덕면 산록남로 863,제주특별자치도 서귀포시 안덕면 산록남로 863,public_data
gc-b825d1073c5d,SK핀크스 (대중제),제주,서귀포시,제주특별자치도 서귀포시 안덕면 산록남로 863,제주특별자치도 서귀포시 안덕면 산록남로 863,public_data
gc-1ce1b36ed2da,시그너스cc,충청,충주시,충주시 앙성면 중방곡길 57-44,시그너스cc 충주시 앙성면 중방곡길 57-44,public_data
gc-17fef5525b26,스프링베일리조트,강원,춘천시,춘천시 동면 금베이길 93-27,스프링베일리조트 춘천시 동면 금베이길 93-27,public_data
gc-ba3362c686e4,골프존카운티 안성H,경기,안성시,경기도 안성시 보개면 보삼로 302,경기도 안성시 보개면 보삼로 302,public_data
gc-411771a420e7,골프존카운티 안성W,경기,안성시,경기도 안성시 양성면 교동길 19-70,경기도 안성시 양성면 교동길 19-70,public_data
gc-945ef0204a99,골프존카운티 사천,경상,사천시,사천시 서포면 구송로 151,골프존카운티 사천 사천시 서포면 구송로 151,public_data
gc-968de8ceffeb,밀양에스파크골프리조트,경상,밀양시,밀양시 단장면 미촌리 889,밀양에스파크골프리조트 밀양시 단장면 미촌리 889,public_data
gc-09693194d3fb,골프존카운티 경남,경상,함안군,함안군 칠원면 운무로 470,골프존카운티 경남 함안군 칠원면 운무로 470,public_data
gc-96bed6159452,골프존카운티 감포,경상,경주시,경상북도 경주시 감포읍 동해안로 1819-59,경상북도 경주시 감포읍 동해안로 1819-59,public_data
gc-6a587177a23c,골프존카운티 선산,경상,구미시,경상북도 구미시 산동면 강동로 953-73,경상북도 구미시 산동면 강동로 953-73,public_data
gc-a944350f5db1,골프존카운티 구미,경상,구미시,경상북도 구미시 산동면 강동로 953-74,경상북도 구미시 산동면 강동로 953-74,public_data
gc-01d6a94bf335,청통골프장,경상,영천시,경상북도 영천시 청통면 청통로 733,경상북도 영천시 청통면 청통로 733,public_data
gc-1f14d0ca89b4,마이다스 구미 골프아카데미,경상,칠곡군,경상북도 칠곡군 가산면 학하2길 54-171,경상북도 칠곡군 가산면 학하2길 54-171,public_data
gc-3f766167d45e,잭 니클라우스 골프클럽 코리아,경기,인천시,인천시 연수구 아카데미로 209,잭 니클라우스 골프클럽 코리아 인천시 연수구 아카데미로 209,public_data
gc-fa86c43067e7,드림파크골프장,경기,인천시,인천시 서구 거월로 61,드림파크골프장 인천시 서구 거월로 61,public_data
gc-4005648f63d2,골프존카운티 송도 골프장,경기,인천시,인천시 연수구 인천신항대로 1120,골프존카운티 송도 골프장 인천시 연수구 인천신항대로 1120,public_data
gc-ae299d74ffe4,여수시티파크골프&호텔,전라,전남,전남 여수시 좌수영로 641,여수시티파크골프&호텔 전남 여수시 좌수영로 641,public_data
gc-3269edc70897,골프존카운티,전라,전남,전남 순천시 주암면 행정1길 77,골프존카운티 전남 순천시 주암면 행정1길 77,public_data
gc-982325a51789,골프존카운티 영암,전라,영암군,영암군 삼호읍 에프원로 121-1,골프존카운티 영암 영암군 삼호읍 에프원로 121-1,public_data
gc-2a867c283a2c,골프존카운티무주,전라,전북특별자치도,전북특별자치도 무주군 안성면 장무로 1537-21,전북특별자치도 무주군 안성면 장무로 1537-21,public_data
gc-1f1578e897f2,골프존카운티선운,전라,전북특별자치도,전북특별자치도 고창군 아산면 운곡로 418,전북특별자치도 고창군 아산면 운곡로 418,public_data
gc-adeec421c374,골프존카운티 천안,충청,병천면,병천면 매성2길 103,골프존카운티 천안 병천면 매성2길 103,public_data
gc-226b2263c6f6,골프존카운티 진천cc,충청,진천군,진천군 진천읍 송강로 783-51,골프존카운티 진천cc 진천군 진천읍 송강로 783-51,public_data
gc-ab22b2f16924,골프존카운티 화랑cc,충청,진천군,진천군 문백면 농다리로 809,골프존카운티 화랑cc 진천군 문백면 농다리로 809,public_data
gc-01762fe809b0,골프존 카운티 드래곤,전라,전북특별자치도,전북특별자치도 남원시 대산면 대사로 498,전북특별자치도 남원시 대산면 대사로 498,public_data
gc-d780ed19a4d0,골프존카운티오라 (회원제),제주,제주시,제주특별자치도 제주시 오라남로 130-16,제주특별자치도 제주시 오라남로 130-16,public_data
gc-4949c11c28bf,골프존카운티오라 (대중제),제주,제주시,제주특별자치도 제주시 오라남로 130-16,제주특별자치도 제주시 오라남로 130-16,public_data
